Product / Vertical;Country;Vendor;Domain;Source type;CATEGORY;entity;Term Alias;Term code;Term name;Term description;Json/XML Tag(if different);Default representation;Color scale;Data type;Length;Decimal;Units (Symbols);Accuracy;Range;Data_visibility;Data_source;Granularity;time zone;KPIs of KPIs;KPI formula;Example;IP source;schema_db;db_table_source;hierarchy;first_collection;last_collection
WIRELESS;MEX;ERICSSON;RAN_4G;PM;COVERAGE;LCELL;LOW_SINR;LOW_SINR;Porcentaje por debajo del Umbral SINR;"Indica el número de muestras de SINR que están por debajo de un umbral definido como ""bajo"" (ejemplo: < 0 dB, < 5 dB, depende de la configuración del operador). Nos indica calidad de la señal.";;;;percentage;;2;%;;0 to 100;;;;;no;ROUND(IFNULL(100*SUM(IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_0,0)+IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_1,0)+IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_2,0))/SUM(IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_0,0)+IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_1,0)+IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_2,0)+IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_3,0)+IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_4,0)+IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_5,0)+IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_6,0)+IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_7,0)+IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_8,0)),0),2);;;;PM_EUTRANCELLFDD_V;;;
WIRELESS;MEX;ERICSSON;RAN_4G;PM;COVERAGE;LCELL;LOW_SINR_N;LOW_SINR_N;Nominador del Umbral SINR;"N de Numerador. Indica el número de muestras de SINR que están por debajo de un umbral definido como ""bajo"" (ejemplo: < 0 dB, < 5 dB, depende de la configuración del operador). Nos indica calidad de la señal.";;;;;;;dB;;;;;;;no;SUM(IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_0,0)+IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_1,0)+IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_2,0));;;;PM_EUTRANCELLFDD_V;;;
WIRELESS;MEX;ERICSSON;RAN_4G;PM;COVERAGE;LCELL;LOW_SINR_D;LOW_SINR_D;Denominador del Umbral SINR;D de Denominador. Indica número total de muestras de SINR recogidas en la celda (a través de reportes de UEs: RLF, MDT, A2/A3 events, etc.).;;;;;;;dB;;;;;;;no;SUM(IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_0,0)+IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_1,0)+IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_2,0)+IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_3,0)+IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_4,0)+IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_5,0)+IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_6,0)+IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_7,0)+IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_8,0));;;;PM_EUTRANCELLFDD_V;;;
WIRELESS;MEX;ERICSSON;RAN_4G;PM;COVERAGE;LCELL;LOW_RSRP;LOW_RSRP;Porcentaje por debajo del Umbral RSRP;Número de muestras en la celda con RSRP por debajo de un umbral definido (por ejemplo, -110 dBm).;;;;percentage;;2;%;;0 to 100;;;;;no;ROUND(IFNULL(100*SUM(IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_0,0)+IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_1,0)+IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_2,0))/SUM(IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_0,0)+IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_1,0)+IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_2,0)+IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_3,0)+IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_4,0)+IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_5,0)+IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_6,0)+IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_7,0)+IFNULL(PM_EUTRANCELLFDD_V.PMSINRPUSCHDISTR_8,0)),0),2);;;;PM_PMUEMEASCONTROL_V;;;
WIRELESS;MEX;ERICSSON;RAN_4G;PM;COVERAGE;LCELL;LOW_RSRP_N;LOW_RSRP_N;Numerador del Umbral RSRP;Número de muestras en la celda con RSRP por debajo de un umbral definido (por ejemplo, -110 dBm). La N corresponde a la abreviación de Numerador.;;;;;;;;;;;;;;no;SUM(IFNULL(PM_PMUEMEASCONTROL_V.PMUEMEASRSRPSERVINTRAFREQ1_0,0)+IFNULL(PM_PMUEMEASCONTROL_V.PMUEMEASRSRPSERVINTRAFREQ1_1,0)+IFNULL(PM_PMUEMEASCONTROL_V.PMUEMEASRSRPSERVINTRAFREQ1_2,0));;;;PM_PMUEMEASCONTROL_V;;;
WIRELESS;MEX;ERICSSON;RAN_4G;PM;COVERAGE;LCELL;LOW_RSRP_D;LOW_RSRP_D;Denominador del Umbral RSRP;Número total de muestras RSRP consideradas en la celda para el cálculo. La D corresponde a la abreviación de Denominador.;;;;;;;;;;;;;;no;SUM(IFNULL(PM_PMUEMEASCONTROL_V.PMUEMEASRSRPSERVINTRAFREQ1_0,0)+IFNULL(PM_PMUEMEASCONTROL_V.PMUEMEASRSRPSERVINTRAFREQ1_1,0)+IFNULL(PM_PMUEMEASCONTROL_V.PMUEMEASRSRPSERVINTRAFREQ1_2,0)+IFNULL(PM_PMUEMEASCONTROL_V.PMUEMEASRSRPSERVINTRAFREQ1_3,0)+IFNULL(PM_PMUEMEASCONTROL_V.PMUEMEASRSRPSERVINTRAFREQ1_4,0)+IFNULL(PM_PMUEMEASCONTROL_V.PMUEMEASRSRPSERVINTRAFREQ1_5,0)+IFNULL(PM_PMUEMEASCONTROL_V.PMUEMEASRSRPSERVINTRAFREQ1_6,0)+IFNULL(PM_PMUEMEASCONTROL_V.PMUEMEASRSRPSERVINTRAFREQ1_7,0)+IFNULL(PM_PMUEMEASCONTROL_V.PMUEMEASRSRPSERVINTRAFREQ1_8,0)+IFNULL(PM_PMUEMEASCONTROL_V.PMUEMEASRSRPSERVINTRAFREQ1_9,0)+IFNULL(PM_PMUEMEASCONTROL_V.PMUEMEASRSRPSERVINTRAFREQ1_10,0)+IFNULL(PM_PMUEMEASCONTROL_V.PMUEMEASRSRPSERVINTRAFREQ1_11,0)+IFNULL(PM_PMUEMEASCONTROL_V.PMUEMEASRSRPSERVINTRAFREQ1_12,0)+IFNULL(PM_PMUEMEASCONTROL_V.PMUEMEASRSRPSERVINTRAFREQ1_13,0)+IFNULL(PM_PMUEMEASCONTROL_V.PMUEMEASRSRPSERVINTRAFREQ1_14,0)+IFNULL(PM_PMUEMEASCONTROL_V.PMUEMEASRSRPSERVINTRAFREQ1_15,0)+IFNULL(PM_PMUEMEASCONTROL_V.PMUEMEASRSRPSERVINTRAFREQ1_16,0));;;;PM_PMUEMEASCONTROL_V;;;
WIRELESS;MEX;NOKIA;RAN_4G;PM;QoS;LCELL;ERAB_6_9_NUM;ERAB_6_9_NUM;Numerador ERAB QCI 6 a 9;Total de ERABs exitosamente establecidos (tanto iniciales como adicionales) para los QCI 6 a 9. Adicionales corresponden a cuando un usuario ya conectado solicita otro servicio.;;;;;;;;;;;;;;no;SUM(IFNULL(PM_LTE_EPS_BEARER.ERAB_INI_SETUP_SUCC_QCI6,0)+IFNULL(PM_LTE_EPS_BEARER.ERAB_ADD_SETUP_SUCC_QCI7,0)+IFNULL(PM_LTE_EPS_BEARER.ERAB_ADD_SETUP_SUCC_QCI8,0)+IFNULL(PM_LTE_EPS_BEARER.ERAB_ADD_SETUP_SUCC_QCI9,0));;;;PM_LTE_EPS_BEARER;;;
WIRELESS;MEX;NOKIA;RAN_4G;PM;QoS;LCELL;ERAB_6_9_DEN;ERAB_6_9_DEN;Denominador ERAB QCI 6 a 9;Total de intentos de establecimiento de ERABs para QCI 6 a 9;;;;;;;;;;;;;;no;SUM(IFNULL(PM_LTE_EPS_BEARER.ERAB_INI_SETUP_ATT_QCI6,0)+IFNULL(PM_LTE_EPS_BEARER.ERAB_ADD_SETUP_ATT_QCI7,0)+IFNULL(PM_LTE_EPS_BEARER.ERAB_ADD_SETUP_ATT_QCI8,0)+IFNULL(PM_LTE_EPS_BEARER.ERAB_ADD_SETUP_ATT_QCI9,0));;;;PM_LTE_EPS_BEARER;;;
WIRELESS;MEX;NOKIA;RAN_4G;PM;QoS;LCELL;ERAB_6_9;ERAB_6_9;Accesibilidad ERAB QCI 6 a 9;Tasa de éxito en el establecimiento de E-RABs de QCI 6 a 9;;;;;;;;;;;;;;yes;100*ERAB_6_9_NUM/ERAB_6_9_DEN;;;;PM_LTE_EPS_BEARER;;;
WIRELESS;MEX;NOKIA;RAN_4G;PM;QoS;LCELL;ACC_6_9;ACC_6_9;Accesibilidad QCI 6 a 9;Tasa compuesta de éxito en el establecimiento de E-RABs de datos (QCI 6 a 9), ponderada por el éxito global de E-RAB y de la conexión S1;;;;;;;;;;;;;;yes;100*(ERAB_6_9_NUM*ERAB_SUCCESS*S1_SUCCESS)/(ERAB_6_9_DEN*ERABS_ATTEMPTS*S1_ATTEMPTS);;;;PM_LTE_EPS_BEARER,PM_LTE_UE_STATE;;;
WIRELESS;MEX;NOKIA;RAN_4G;PM;QoS;LCELL;RET_6_9_NUM;RET_6_9_NUM;Numerador Retenebilidad QCI 6 a 9;Total de liberaciones anormales de ERABs para QCI 6 a 9, incluyendo aquellas originadas por la celda y por el MME. Se utiliza como numerador en KPIs que evalúan la estabilidad de la conexión para usuarios con QCI 6–9.;;;;;;;;;;;;;;no;SUM(IFNULL(PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T.ERAB_REL_ABNORMAL_ACT_PROFILE_9,0)+IFNULL(PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T.ERAB_REL_ABNORMAL_ACT_PROFILE_10,0)+IFNULL(PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T.ERAB_REL_ABNORMAL_ACT_PROFILE_11,0)+IFNULL(PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T.ERAB_REL_ABNORMAL_ACT_PROFILE_12,0)+IFNULL(PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T.ERAB_REL_ABNORMAL_ACT_PROFILE_13,0)+IFNULL(PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T.ERAB_REL_ABNORMAL_ACT_PROFILE_14,0)+IFNULL(PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T.ERAB_REL_ABNORMAL_ACT_PROFILE_15,0)+IFNULL(PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T.ERAB_REL_ABNORMAL_ACT_PROFILE_16,0)+IFNULL(PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T.ERAB_REL_ABNORMAL_ACT_MME_PR_9,0)+IFNULL(PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T.ERAB_REL_ABNORMAL_ACT_MME_PR_10,0)+IFNULL(PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T.ERAB_REL_ABNORMAL_ACT_MME_PR_11,0)+IFNULL(PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T.ERAB_REL_ABNORMAL_ACT_MME_PR_12,0)+IFNULL(PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T.ERAB_REL_ABNORMAL_ACT_MME_PR_13,0)+IFNULL(PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T.ERAB_REL_ABNORMAL_ACT_MME_PR_14,0)+IFNULL(PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T.ERAB_REL_ABNORMAL_ACT_MME_PR_15,0)+IFNULL(PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T.ERAB_REL_ABNORMAL_ACT_MME_PR_16,0));;;;PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T;;;
WIRELESS;MEX;NOKIA;RAN_4G;PM;QoS;LCELL;RET_6_9_DEN;RET_6_9_DEN;Denominador Retenebilidad QCI 6 a 9;Total de ERABs liberados (tanto normales como anormales, incluyendo IRAT HO out) para los QCI 6 a 9;;;;;;;;;;;;;;no;SUM(IFNULL(PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T.ERAB_REL_NORMAL_PROFILE_9,0)+IFNULL(PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T.ERAB_REL_NORMAL_PROFILE_10,0)+IFNULL(PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T.ERAB_REL_NORMAL_PROFILE_11,0)+IFNULL(PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T.ERAB_REL_NORMAL_PROFILE_12,0)+IFNULL(PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T.ERAB_REL_NORMAL_PROFILE_13,0)+IFNULL(PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T.ERAB_REL_NORMAL_PROFILE_14,0)+IFNULL(PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T.ERAB_REL_NORMAL_PROFILE_15,0)+IFNULL(PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T.ERAB_REL_NORMAL_PROFILE_16,0)+IFNULL(PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T.ERAB_REL_ALL_ABNORMAL_PROFILE_9,0)+IFNULL(PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T.ERAB_REL_ALL_ABNORMAL_PROFILE_10,0)+IFNULL(PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T.ERAB_REL_ALL_ABNORMAL_PROFILE_11,0)+IFNULL(PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T.ERAB_REL_ALL_ABNORMAL_PROFILE_12,0)+IFNULL(PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T.ERAB_REL_ALL_ABNORMAL_PROFILE_13,0)+IFNULL(PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T.ERAB_REL_ALL_ABNORMAL_PROFILE_14,0)+IFNULL(PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T.ERAB_REL_ALL_ABNORMAL_PROFILE_15,0)+IFNULL(PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T.ERAB_REL_ALL_ABNORMAL_PROFILE_16,0));;;;PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T;;;
WIRELESS;MEX;NOKIA;RAN_4G;PM;QoS;LCELL;RET_6_9;RET_6_9;Retenebilidad QCI 6 a 9;Porcentaje de retención de ERABs para usuarios con QCI entre 6 y 9, calculado como el complemento de la tasa de liberaciones anormales sobre el total de liberaciones en ese rango. Este KPI refleja la estabilidad de la conexión para usuarios con calidad QCI6 a 9.;;;;;;;;;;;;;;yes;100*(1-RET_6_9_NUM/RET_6_9_DEN);;;;PM_LTE_ERAB_STATISTICS_PER_PMQAP_PROFILE_T;;;
WIRELESS;MEX;NOKIA;RAN_4G;PM;TRAFFIC;LCELL;THPT_6_9_NUM;THPT_6_9_NUM;Bits transmitidos QCI 6 a 9;El total de bits transmitidos efectivamente en DL para bearers best-effort (QCI 6–9) en la celda, descartando el último TTI parcial.;;;;;;;;;;;;;;no;SUM(IFNULL(PM_LTE_CELL_THROUGHPUT.IP_TPUT_VOL_DL_QCI_6,0)+IFNULL(PM_LTE_CELL_THROUGHPUT.IP_TPUT_VOL_DL_QCI_7,0)+IFNULL(PM_LTE_CELL_THROUGHPUT.IP_TPUT_VOL_DL_QCI_8,0)+IFNULL(PM_LTE_CELL_THROUGHPUT.IP_TPUT_VOL_DL_QCI_9,0));;;;PM_LTE_CELL_THROUGHPUT;;;
WIRELESS;MEX;NOKIA;RAN_4G;PM;TRAFFIC;LCELL;THPT_6_9_DEN;THPT_6_9_DEN;Tiempo transmisión QCI 6 a 9;Representa el denominador de throughput: el tiempo total de transmisión DL (en TTIs válidos, excluyendo el último TTI incompleto (para evitar doble conteo o sesgo)) utilizado por E-RABs QCI 6–9. TTI (Transmission Time Interval);;;;;;;;;;;;;;no;SUM(IFNULL(PM_LTE_CELL_THROUGHPUT.IP_TPUT_TIME_DL_QCI_6,0)+IFNULL(PM_LTE_CELL_THROUGHPUT.IP_TPUT_TIME_DL_QCI_7,0)+IFNULL(PM_LTE_CELL_THROUGHPUT.IP_TPUT_TIME_DL_QCI_8,0)+IFNULL(PM_LTE_CELL_THROUGHPUT.IP_TPUT_TIME_DL_QCI_9,0));;;;PM_LTE_CELL_THROUGHPUT;;;
WIRELESS;MEX;NOKIA;RAN_4G;PM;TRAFFIC;LCELL;THPT_6_9;THPT_6_9;Throughput QCI 6 a 9;Throughput promedio en downlink para usuarios con QCI entre 6 y 9, calculado como el total de bits transmitidos (excluyendo el último TTI) dividido por el tiempo total de transmisión en ese rango. Este KPI refleja la eficiencia de transmisión para usuarios con calidad de canal media.;;;;;;;;;;;;;;yes;THPT_6_9_NUM/THPT_6_9_DEN;;;;PM_LTE_CELL_THROUGHPUT;;;
WIRELESS;MEX;NOKIA;RAN_4G;PM;COVERAGE;LCELL;LOW_SINR;LOW_SINR;Porcentaje por debajo del Umbral SINR;"Indica el número de muestras de SINR que están por debajo de un umbral definido como ""bajo"" (ejemplo: < 0 dB, < 5 dB, depende de la configuración del operador). Nos indica calidad de la señal.";;;;percentage;;2;%;;0 to 100;;;;;no;ROUND(IFNULL(100*(SUM(IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_1,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_2,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_3,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_4,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_5,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_6,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_7,0))/SUM(IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_1,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_2,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_3,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_4,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_5,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_6,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_7,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_8,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_9,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_10,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_11,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_12,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_13,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_14,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_15,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_16,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_17,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_18,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_19,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_20,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_21,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_22,0))),0),2);;;;PM_LTE_PWR_AND_QUAL_UL;;;
WIRELESS;MEX;NOKIA;RAN_4G;PM;COVERAGE;LCELL;LOW_SINR_N;LOW_SINR_N;Nominador del Umbral SINR;"N de Numerador. Indica el número de muestras de SINR que están por debajo de un umbral definido como ""bajo"" (ejemplo: < 0 dB, < 5 dB, depende de la configuración del operador). Nos indica calidad de la señal.";;;;;;;dB;;;;;;;no;SUM(IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_1,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_2,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_3,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_4,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_5,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_6,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_7,0));;;;PM_LTE_PWR_AND_QUAL_UL;;;
WIRELESS;MEX;NOKIA;RAN_4G;PM;COVERAGE;LCELL;LOW_SINR_D;LOW_SINR_D;Denominador del Umbral SINR;D de Denominador. Indica número total de muestras de SINR recogidas en la celda (a través de reportes de UEs: RLF, MDT, A2/A3 events, etc.).;;;;;;;dB;;;;;;;no;SUM(IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_1,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_2,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_3,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_4,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_5,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_6,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_7,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_8,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_9,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_10,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_11,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_12,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_13,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_14,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_15,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_16,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_17,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_18,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_19,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_20,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_21,0)+IFNULL(PM_LTE_PWR_AND_QUAL_UL.SINR_PUSCH_LEVEL_22,0));;;;PM_LTE_PWR_AND_QUAL_UL;;;
